,price,address,beds,baths,size
2318,5500,10 Sifton Court - ,3,2,
2319,3690,5 Sun Valley Dr,3,3,
2320,6500,46 Fort York Boulevard,4,3,
2321,7500,35 Mariner Terrace,3,2,
2322,3995,305 Roehampton,4,3,
2323,6100,33 Helendale,3,3,
2324,3800,343 Runnymede Road,4,2,
2325,2950,35 Empress - ,2,2,
2326,3000,10 Edgecliff Glenway -,3,2,
2327,2375,70 Queens Wharf Road,1,1,600 
2328,2375,70 Queens Wharf Road,1,1,600 
2329,2500,1328 Birchmount Road,1.5,1,650 
2330,2900,234 Wilmington Avenue,2,2,1300 
2331,3450,89 Boultbee Avenue,2.5,1.5,1200 
2332,2300,56 Courton Drive - S,2,1,
2333,6000,47 York Mills Road - ,3,3,
2334,2550,25 The Esplanade,1,1,
2335,3100,1 Yorkville,2,2,
2336,2800,35 Rolling Mills Road,2,2,
2337,3000,39 Roehampton,2,2,
2338,3000,85 Wood Street,2,1,
2339,2300,318 King Street East,1,1,
2340,3995,407 Symington,3,1,
2341,3500,20 Blue Jays Way,2,2,
2342,3500,142 Morri,3,2,
2343,3500,1928 Lake Shore Boulevard West,3,2,
2344,6500,88 Scott Street,3,2,
2345,3000,28 Ted Rogers Way,2,1,
2346,2800,1997 Danforth,2,2,
2347,2550,151 Dan Leckie Way,2,1,
2348,2795,251 Manitoba Street -,3,2,
2349,4200,3 Elsie Lane,3,3,
2350,2150,436 Drewry - ,2,1,
2351,4200,915 Carlaw,3,3,
2352,2950,2596 Yonge Street,2,1,
2353,3990,220 George Street,2,3,
2354,2500,219 Fort York Boulevard,1,1,
2355,2000,15 Baseball Place,0,1,
2356,3999,32 Gifford Street,4,2,
2357,3150,22 Ptarmigan Crescent - ,3,2,
2358,2800,1926 Lake Shore Boulevard,2,2,
2359,7800,28 Freeland Street,4,3,
2360,1550,32 Goldthread Terrace - ,0,1,
2361,4350,179 Bleecker Street,3,3,
2362,8000,30 Nelson Street,2,2,
2363,3100,1 YORKVILLE Avenue,1,2,557 
2364,4200,488 University,2,2,
2365,3099,33 Shore Breeze Drive -,2,2,
2366,8800,88 Davenport Road,2,2,
2367,4200,11 Wellesley Street West,3,2,
2368,2750,1 Cardiff Road East,2,2,
2369,2995,151 Beecroft Road - ,2,1,
2370,2250,41 Marina -,1,1,
2371,2990,1928 Lake Shore Boulevard West,2,2,
2372,5000,1 Bloor Street East,3,2,
2373,1600,7161 Yonge Street,3,2,
2374,4400,11 Wellesley Street West,3,2,
2375,5000,3018 Yonge Street,2,2,
2376,4500,20 Lombard Street,2,2,
2377,6000,117 Maple Leaf Drive - ,5,4,
2378,4950,2511 Bloor Street West,2,2,
2379,6500,1070 Deta Road - M,4,4,
2380,3600,736 Bay Street,3,2,
2381,3300,5785 Yonge Street - ,3,2,
2382,4300,3 Minstrel Drive -,4,3,
2383,4500,180 Mill Street,4,3,
2384,4600,761 Bay Street,3,2,
2385,4500,131 Brock,3,2,
2386,2995,36 Lawrence West,2,1,
2387,7000,16 Pannahill Road - ,3,2,
2388,1600,17 Chauncey -,2,1,
2389,2850,8 Scollard Street,2,1,
2390,2100,19 Bernard,2,1,
2391,2700,36 Lisgar Street,2,2,
2392,3400,203 College Street,2,2,
2393,4850,33 Cameron,3,3,
2394,4500,179 Avenue Road,3,2,
2395,2550,131 Brock,2,1,
2396,2888,28 Freeland Street,2,1,
2397,16000,54 Fairmeadow - ,7,8,
2398,2200,1420 Dupont Street,1,1,
2399,4250,5 Soudan,3,2,
2400,4500,840 St Clair W,3,2,
2401,2650,942 Yonge Street,2,1,
2402,2650,39 Roehampton,2,2,
2403,3400,99 John Street,2,1,
2404,3000,135 Leeward Glenway - ,4,2,
2405,3500,6 Prust,2,2,
2406,3750,29 Dryden Way,3.5,3.5,1800 
2407,2700,50 Wellesley Street East,1.5,1,600 
2408,1000,39 Ringway Crescent,3,1.5,
2409,3400,17 Anndale Drive,2,2,1000 
2410,2800,1383 Wilson - ,3,2,
2411,2890,41 Fraserton Crescent - S,3,1,
2412,2600,4 Charleston Road -,2,1,
2413,2800,8 Park Road,1,2,
2414,4950,12 Dervock Crescent - ,2,2,
2415,2400,1 King Street West,0,1,
2416,12500,103 Dunloe Road,4,5,
2417,2300,176 Saint Clarens Avenue,1,1,1200 
2418,3200,70 Temperance Street,2.5,2,750 
2419,3500,1 Scott Street,1,2,1085 
2420,3400,19 Bathurst Street,2,2,
2421,2500,403 Church Street,1,1,
2422,3600,17 Laurelcrest - ,4,2,
2423,2250,41 Marina -,1,1,
2424,2850,251 Manitoba Street -,3,2,
2425,2999,90 Broadview,1,2,
2426,4300,1928 Lakeshore Boulevard West,2,3,
2427,3200,39 Roehampton,2,2,
2428,3150,10 Bloorview Place - ,2,2,
2429,11000,39 Burton Road,5,7,
2430,2900,101 Erskine,2,2,
2431,3000,50 Power Street,2,2,
2432,3080,5 Mabelle -,2,2,
2433,3900,261 Queen Street,2,2,
2434,3500,278 Annette Street,4,2,
2435,2700,197 Yonge Street,2,1,
2436,3600,361 Front Street West,3,2,
2437,3600,10 Tarmola Park Court,3,3,
2438,9950,48 Berryman Street,3,4,
2439,3100,8 Eglinton,3,2,
2440,5900,199 Richmond Street West,3,2,
2441,2150,388 Brown's Line -,1,1,
2442,3500,5 Sheppard East - ,2,2,
2443,2200,142 Rhodes Avenue,1,1,550 
2444,3400,39 Roehampton,3,2,
2445,3250,39 Roehampton,3,2,
2446,6400,480 Queens Quay West,2,2,
2447,5000,62 Willesden Road - ,5,4,
2448,8962,858 Danforth Road - S,4,3,
2449,4600,11 Wellesley Street West,3,2,
2450,2200,116 Eastwood Road,1,1,
2451,2900,36 Forest Manor Road - ,2,2,
2452,1449,136 Edwin,1,1,
2453,6800,300 Front Street West,3,3,
2454,1500,111 Sunnyside,1,1,
2455,2300,1174 St. Clair West,1,1,
2456,3070,215 Lonsdale Road,1,1,
2457,3500,1 Wanless Crescent,3,1,
2458,2100,315 Logan,1,1,
2459,3100,2 Emerson,3,1,
2460,4500,151 Townsgate Drive,4,4,
2461,3350,575 Bloor Street East,2,2,
2462,3750,250 Wellington Street West,2,1,
2463,3800,53 Eversfield R,4,3,
2464,2600,90 Park Lawn Road -,1,1,
2465,3550,21 Widmer Street,2,2,
2466,2500,11 Thorncliffe Park Drive -,2,1,
2467,2500,25 Telegram Mews,2,1,
2468,9000,1 Yorkville,3,3,
2469,8000,40 Westmoreland,5,3,
2470,4100,1050 The Queensway -,3,3,
2471,4650,227 Logan,3,3,
2472,4000,65 Bremner Boulevard,3,2,
2473,2700,1926 Lake Shore Boulevard,2,2,
2474,3550,750 Bay Street,3,2,
2475,3100,797 Don Mills Road - ,2,2,
2476,2500,255 Richmond Street East,1,1,
2477,2450,151 Beecroft Road - ,1,1,
2478,4500,85 Mcmahon Drive - ,3,3,
2479,5500,30 Wellington Street East,3,2,
2480,2200,25 Baseball Place,1,1,
2481,9500,1 Yorkville,3,3,
2482,4100,219 Dundas Street East,3,2,
2483,6500,488 University,3,2,
2484,6500,52 Inglewood Drive,5,5,
2485,3400,209 Fort York Boulevard,1,1,700 
2486,3100,388 Yonge Street,1.5,1,
2487,2600,1401 O'Connor Drive -,2,2,
2488,2800,65 Bremner Boulevard,1,1,490 
2489,2800,65 Bremner Boulevard,1,1,490 
2490,5700,85 East Liberty Street,3,2,1400 
2491,5700,85 East Liberty Street,3,2,1400 
2492,2280,80 Queens Wharf Road,1,1,505 
2493,2200,395 Bloor Street East,0,1,400 
2494,2350,36 Lisgar Street,1,1,
2495,8340,215 Lonsdale Road,3,2,
2496,2300,50 Charles Street East,0,1,
2497,3600,711 Bay Street,2,2,
2498,2400,20 O'neill Road - ,2,1,
2499,3100,50 Charles Street East,2,1,
2500,2850,1003 Queen Street East,1,1,
2501,6700,1 Gloucester Street,3,2,
2502,6995,674 Huron Street,3,4,
2503,4975,240 Heath Street W,2,2,
2504,2850,1928 Lake Shore Boulevard West,2,2,
2505,3100,4208 Dundas Street West -,2,2,
2506,4150,8 Mercer Street,3,2,
2507,20000,1 Yorkville,4,3,
2508,3800,130 Neptune Drive - ,3,2,
2509,2500,225 Sackville Street,1,1,
2510,8500,182 Woburn,5,5,
2511,2975,65 Annie Criag Drive -,2,2,
2512,6790,215 Lonsdale Road,2,3,
2513,2600,15 Holmes East - ,2,1,
2514,3875,570 Bay Street,2,2,
2515,2500,28 Ted Rogers Way,1,1,
2516,3800,103 The Queensway,3,2,
2517,2800,251 Manitoba Street -,2,1,
2518,3900,4 K Spadina,3,2,
2519,3500,30 Shore Breeze Drive -,2,2,
2520,3975,12 Lacewood Crescent - ,4,2,
2521,3100,42 Charles Street East,2,1,
2522,2550,59 Annie Craig Drive -,2,1,
2523,2250,5166 Dundas Street West -,2,1,
2524,2800,251 Manitoba Street -,2,2,
2525,3999,1234 Shaw Street,3,3,
2526,4000,338 Berkeley Street,1,1,725 
2527,7800,21 Valliere Place - ,4,5,
2528,2500,320 Lonsdale Road,1,1,
2529,8500,80 John Street,3,2,
2530,3650,188 Acton - ,3,2,
2531,3000,1949 Lawrence W,2,2,
2532,2480,184 Lappin,2,1,
2533,3000,9 Chalet (Upper) Road - ,3,2,
2534,3500,1928 Lake Shore West,3,2,
2535,3950,190 Van Dusen Boulevard -,3,2,
2536,2550,105 George Street,1,1,520 
2537,1900,1020 King Street West,0,0,550 
2538,3000,68 Winston Park Boulevard - ,3,3,
2539,2895,33 Frederick Todd Way - ,2,1,
2540,3000,38 The Esplanade Street,2,1,
2541,2900,103 The Queensway,2,2,
2542,4950,62 Elmsthorpe,4,3,
2543,4850,26 Grandvi,4,2,
2544,3250,130 Parliament Street,3,1,
2545,2500,5 Mabelle -,1,1,
2546,3275,35 Mariner Terrace,1,1,
2547,3100,1190 Dundas Street East,3,2,
2548,3350,88 Park Lawn Road -,2.5,2,843 
2549,3499,7 Grenville Street,2,2,
2550,2975,38 The Esplanade,2,1,
2551,2950,14 York Street West,2,1,
2552,3999,372 St Germain,3,2,
2553,3350,5 Mabelle -,2,2,
2554,2700,20 O'neill Road - ,2,2,
2555,2800,15 Rean Drive - ,1,1,
2556,3500,1928 Lake Shore Boulevard West,3,2,
2557,3350,15 Greenview - ,3,2,
2558,2988,82 Caines - ,2,2,
2559,3950,3 Southvale Drive -,2,2,
2560,1200,11 Ellington Drive - S,1,1,
2561,5900,207 The Kingsway -,4,3,
2562,1200,11 Ellington Drive - S,1,1,
2563,6500,220 Mcrae Drive -,4,5,
2564,2600,33 Mill Street,1,1,
2565,3000,82 John Lindsay Court - ,3,1,
2566,3900,256 Annette Street,3,1,
2567,5900,38 Iannuzzi Street,2,2,1100 
2568,3000,15 Grenville Street,1,1,614 
2569,3200,28 Freeland Street,2,1,759 
2570,3150,993 Avenue Road,3,1,
2571,3800,8 Peel,3,2,
2572,4500,25 Adra Grado Way - ,3,3,
2573,2350,285 Mutual Street,1,1,
2574,3000,36 Forest Manor Road - ,2,2,
2575,3500,89 Dunfield,2,2,
2576,8700,99 Glen Road,4,4,
2577,3000,32 Forest Manor Road - ,2,2,
2578,2900,138 Goulding - ,3,1,
2579,2700,39 Roehampton,2,2,
2580,5995,2600 Bathurst Street - ,3,3,
2581,2950,460 Adelaide Street East,2,2,
2582,16500,15 Fort York Boulevard,3,3,
2583,2200,28 Monarchdale - ,2,1,
2584,3400,2191 Yonge Street,2,2,
2585,6500,65 St Mary Street,3,2,
2586,2480,1 Old Mill Dr,1,1,
2587,2990,600 Fleet Street,2,1,
2588,4250,23 Carlton Street,2,3,
2589,2700,1262 -209 Fort York Blvd. Boulevard,2,1,
2590,4980,64 Mildenhall Road - ,6,3,
2591,4250,197 Yonge Street,3,2,
2592,2800,341 Dawes Road -,3,1,
2593,3600,50 Ordnance Street,2,2,
2594,2800,251 Manitoba Street -,2,2,
2595,3200,39 Roehampton,2,2,
2596,3100,1 Avondale - ,2,2,
2597,2000,116 Apache Trail - ,2,1,
2598,2600,161 Wallace,0,1,
2599,3500,185 Silver Birch,2,1,
2600,2700,876-209 Fort York Blvd Boulevard,2,1,
2601,3550,85 Wood Street,2,2,
2602,2500,7171 Yonge Street,1.5,1,622 
2603,2300,497 Saint Clarens Avenue,1,1,550 
2604,3550,56 Lawrence Avenue East,3,3,1800 
2605,19000,11 Pine Crescent,5,5,
2606,2600,403 Church Street,2,1,
2607,6900,180 University,3,3,
2608,3995,34 Noble Street,3,1,
2609,4600,6 Winsloe -,4,2,
2610,5500,210 Merton Street,3,3,
2611,5500,488 University,4,2,
2612,7000,30 Langford,4,3,
2613,3900,33 Bay Street,3,2,
2614,4500,136 Princess Margaret Boulevard -,3,1,
2615,2900,167 Church Street,2,1,
2616,19800,11 Purling Place - ,6,9,
2617,3990,8 Mercer Street,3,2,
2618,6500,39 Queens Quay East,3,3,
2619,2980,1 Brady Crescent - ,4,2,
2620,2150,111 Elizabeth Street,0,1,
2621,3200,99 Broadway,3,2,
2622,3300,22 Wellesley Street East,2,2,
2623,3600,15 Fort York Boulevard,3,2,
2624,3200,70 Temperance Street,2,2,
2625,4000,29 Routliffe Lane - ,4,3,
2626,3300,68 Westbourne - S,3,2,
2627,3800,431 Indian Grove,3,1,1 
2628,2995,1 King Street West,0,0,750 
2629,2600,75 Dalhousie Street,1,1,600 
2630,7500,39 Queens Quay East,3,2,
2631,3800,119B The Queensway,3,3,
2632,4000,49 Lionel Heights Crescent - ,4,2,
2633,2800,17 Bathurst Street,2,1,
2634,3300,251 Jarvis Street,2,1,
2635,7950,29 Vince,3,4,
2636,2950,763 Bay Street,2,2,
2637,5500,212 Hendon - ,4,3,
2638,3700,39 Roehampton,3,2,
2639,3600,12 Yonge Street,2,2,
2640,2300,3091 Dufferin Street - ,1,1,
2641,2400,3091 Dufferin Street - ,1.5,1,585 
2642,2400,85 The Donway West - ,1,1,600 
2643,3400,85 Wood Street,3,2,
2644,3300,400 Adelaide Street East,2,2,
2645,2600,142 William Duncan Road - ,3,1,
2646,5750,8 Flavian Crescent - ,4,3,
2647,3190,1258 Broadview -,3,2,
2648,2700,36 Nursewood Road,1,1,950 
2649,2900,195 Redpath,2,2,
2650,4000,11 Guestvi,4,3,
2651,1992,136 Edwin,1,1,
2652,2100,219 Dundas Street East,0,1,
2653,2500,159 Dundas Street East,1,1,
2654,2700,1496 Queen Street West,2,1,
2655,2600,30 Shore Breeze Drive -,2,1,
2656,2450,26 Gibbs Road -,1,1,
2657,3450,2121 Lake Shore Boulevard West -,2,2,
2658,2600,57 St Joseph Street,1,1,
2659,3600,111 Elizabeth Street,3,2,
2660,2350,812 Lansdowne,2,1,
2661,2800,1027 Pape -,2,1,
2662,9500,84 Yorkview Drive - ,5,5,
2663,6000,7 Grenville Street,3,3,
2664,2450,30 Samuel Wood Way -,1,1,610 
2665,2600,101 Peter Street,1,1,544 
2666,3000,99 The Donway West - ,1.5,1.5,690 
2667,2850,251 Manitoba Street -,2,2,
2668,7800,344 Glengarry - ,5,4,
2669,11900,38 Dan Leckie Way,3,3,
2670,2100,403 Church Street,0,1,
2671,2650,39 Roehampton,2,2,
2672,4500,2 Farmingdale Road - ,5,4,
2673,3600,10 Silverdale Crescent - ,4,2,
2674,2500,28 Freeland Street,1,1,550 
2675,4800,55 Harbour Square,2,2,
2676,3500,48 Lionel Heights Crescent - ,4,2,
2677,3200,65 Bremner Boulevard,3,2,
2678,1800,19 Montcalm Ave,1,1,300 
2679,2850,39 Roehampton,2,2,
2680,2150,2 Waring Court - ,1,1,
2681,3200,251 Manitoba Street -,3,2,
2682,4000,91 Glen Long Avenue - ,4,2.5,1800 
2683,1000,12 Woodward Avenue,1,0,800 
2684,2900,2995 Dundas Street West,2,1,
2685,1600,206 Drewry Avenue - ,1,0.5,
2686,2895,83 Ellis,2,1,
2687,3950,39 Roehampton,3,2,
2688,1850,77 Shuter Street,1,1,
2689,4500,12 York Street,3,2,
2690,3190,32 Trolley Crescent,2,2,830 
2691,2600,28 Freeland Street,1.5,1,649 
2692,2200,783 Danforth,2,1,
2693,2300,783 Danforth,2,1,
2694,3600,460 Queens Quay West,1,2,
2695,4700,11 Wellesley Street West,3,2,
2696,4500,17 Greenbriar Road - ,4,3,
2697,4000,91 Glen Long Avenue - ,4,2.5,1800 
2698,4000,91 Glen Long Avenue - ,4,2.5,
2699,2600,357 King Street West,1.5,1,584 
2700,2999,30 Samuel Wood Way -,2,2,865 
2701,3200,50 Power Street,2,2,
2702,2000,141 Coxwell,1,1,
2703,3550,141 Coxwell,3,2,
2704,2650,28 Freeland Street,1.5,1,647 
2705,2560,50 John Street,1,1,645 
2706,2200,227 Sterling Road,1,1,
2707,3000,37 Treeview Drive -,2,1,
2708,3270,50 John Street,2,2,885 
2709,4095,50 John Street,2,2,1230 
2710,2600,344 Northcliffe Boulev,2,1,900 
2711,2500,2300 Saint Clair Avenue W,1.5,1,600 
2712,3500,10 Criscoe Str,3,3,1255 
2713,3100,158 Front Street East,2,2,742 
2714,5000,12 Symes R,2.5,2,1100 
2715,4500,57 St Joseph Street,4,2,
2716,18990,1 Edgewater Drive,3,4,
2717,2500,32 Forest Manor Road - ,2,1,
2718,2600,87 Peter Street,2,1,
2719,2399,735 Don Mills Road - ,2,1,1200 
2720,3025,50 Forest Manor Road - ,2,2,
2721,5400,66 Prue - ,5,3,
2722,18000,11 Dewbourne,5,8,
2723,4500,45 Park Hill R,4,2,
2724,3700,20 Brin Drive -,3,3,
2725,4700,47 Madison,2,2,
2726,2500,525 Wilson - ,2,1,
2727,12000,37 Kilbarry Road,5,6,
2728,3900,47 Madison,2,2,
2729,7900,619 Avenue Road,2,2,
2730,5300,47 Madison,2,2,
2731,2550,70 Forest Manor Road - ,1,1,
2732,5200,76 Ridgevale Drive - ,5,2,
2733,2500,135 Maitland Street,0,1,
2734,2750,251 Manitoba Street -,2,1,
2735,3400,47 Madison,2,2,
2736,4500,10 Old York Mills Road - ,2,2,
2737,3950,290 Adelaide Street West,3,2,
2738,2800,8 Mercer Street,2,2,
2739,3400,47 Madison,2,2,
2740,7600,87 Old Mill Dr,3,3,
2741,5200,488 University Avenue,3.5,2,1200 
2742,2750,Delaware Avenue,1,1,
2743,2350,33 Dalton Road,1,1,
2744,2850,840 Saint Clair Avenue W,2,2,705 
2745,5000,1367 King Street,5,2,
2746,2250,414 Jarvis Street,1,1,
2747,800,Seminole Avenue - S,2,1,115 
2748,2550,101 Peter Street,1,1,560 
2749,1850,1996 Bathurst Str,0.5,1,
2750,13785,26 Botfield Avenue -,4,3.5,3000 
2751,3250,800 King Street West,2,1.5,950 
2752,4500,500 Richmond Street West,2,1,1100 
2753,2700,28 Freeland Street,1,1,600 
2754,3250,800 King Street West,2,1.5,950 
2755,2400,30 Samuel Wood Way -,1,1,600 
2756,900,735 Don Mills Road - ,1,1,
2757,2400,2175 Keele Str,1.5,1,732 
2758,3000,2059 Weston R,3,3,1300 
2759,1750,78 Doncaster Avenue -,1,1,700 
2760,2400,38 Iannuzzi Street,1,1,475 
2761,2500,5365 Dundas Street West -,1.5,1,566 
2762,5000,50 Russell Street,2,2,
2763,2725,224 Victor Avenue,1,1,750 
2764,2750,8 Telegram Mews,1,1,650 
2765,3350,2181 Yonge Street,2,2,999 
2766,4600,57 Thurston Road,3,2,
2767,2200,8 Trent Avenue,1,1,566 
2768,2350,608 Richmond Street West,1,1,500 
2769,2400,458 Richmond Street West,1,1,537 
2770,1675,382 McRoberts Ave,1,1,550 
2771,1675,382 McRoberts Ave,1,1,550 
2772,2400,135 Maitland Street,0,0,500 
2773,2495,196 Pinewood Ave,1,1,750 
2774,3650,14 York Street,2.5,2,749 
2775,3800,552 Wellington Street West,1,1,800 
2776,2800,77 Greensides Avenue,2,1,900 
2777,4200,28 Freeland Street,1.5,2,1000 
2778,3100,28 Freeland Street,2,1,843 
2779,4950,39 Innismore Crescent - S,3,4,2000 
2780,3200,70 High Park Avenue,2,2,800 
2781,2800,39 Roehampton Avenue,2,2,735 
2782,3000,87 Peter Street,1.5,1,599 
2783,2500,87 Peter Street,1.5,1,599 
2784,2300,87 Peter Street,1,1,499 
2785,2450,224 King Street West,1,1,499 
2786,3200,95 McMahon Drive - ,2,2,750 
2787,2450,1928 Lake Shore Boulevard West,1,1,500 
2788,3850,67 Hart Avenue - S,4,2,
2789,4500,4208 Dundas Street West -,2,2,874 
2790,2900,901 Queen Street West,1.5,1,725 
2791,3900,1900 Lake Shore Boulevard West,2,2,1100 
2792,2733,15 Solidarity Way,1,1,590 
2793,2600,1928 Lake Shore Boulevard West,1,1,500 
2794,5000,14 York Street,2.5,2,750 
2795,2000,1230 Shaw Street,1,1,900 
2796,5800,738 Manning Avenue,4,1,2300 
2797,3600,125 Peter Street,2,1,690 
2798,2222,10 Maplewood Ave,1,1,
2799,2400,357 King Street West,1,1,521 
2800,2900,135 East Liberty Street,2,2,680 
2801,2300,105 The Queensway,1,1,489 
2802,4800,60 Colborne Street,2,2,1100 
2803,2990,28 Freeland Street,1.5,1,700 
2804,2950,89 Lillian Street,2,1.5,1200 
2805,2400,2 Eva Road -,1.5,1,650 
2806,2400,155 Dalhousie Street,1,1,1000 
2807,3400,161 Roehampton Avenue,2,2,800 
2808,2800,66 Bellevue Avenue,2,1,
2809,3200,58 Orchard View Boulevard,2,2,900 
2810,3300,120 Bayview Avenue,2,2,900 
2811,2450,125 Peter Street,1,1,499 
2812,2800,101 Charles Street East,1.5,1,700 
2813,4500,1928 Lake Shore Boulevard West,2,3,1100 
2814,2600,3237 Bayview Avenue - ,1.5,2,729 
2815,2000,1 Ivy Avenue,1,1,600 
2816,2650,2191 Yonge Street,1.5,1,850 
2817,4200,36 Park Lawn Road -,2,1,650 
2818,2300,38 Joe Shuster Way,1,1,450 
2819,3580,101 Charles Street East,2,2,850 
2820,2600,28 Freeland Street,1.5,1,617 
2821,2500,25 Richmond Street East,1,1,500 
2822,1100,428 Ridelle Ave,2,1,850 
2823,750,31B Oak Street - ,2,1,100 
2824,2550,25 The Esplanade,1,1,651 
2825,3400,2204 Danforth Avenue -,4,2,1800 
2826,2190,591 Cummer Avenue - ,1.5,1,8000 
2827,3900,67 Hart Avenue - S,4,2,
2828,2190,591 Cummer Avenue - ,1,1,800 
2829,1750,464 Cosburn Avenue -,1,1,800 
2830,2450,57 Saint Joseph Street,0,0,458 
2831,9500,65 Bremner Boulevard,3,3,
2832,5000,360 Bloor Street East,2,2,1400 
2833,2900,12 Foundry Avenue,2,2,800 
2834,2800,30 Gibbs Road -,2,2,776 
2835,2950,28 Freeland Street,1,1.5,650 
2836,3900,28 Freeland Street,2,2,850 
2837,2500,68 Abell Street,1,1,555 
2838,2800,11 Brunel Court,1.5,1,640 
2839,2650,28 Freeland Street,1.5,0.5,596 
2840,3100,50 Ordnance Street,2,2,752 
2841,1850,118 Pembroke Street,1,1,800 
2842,2950,263 Wellington Street West,2,1,790 
2843,2400,105 George Street,1,1,520 
2844,2900,87 Peter Street,1.5,1,580 
2845,2800,87 Peter Street,1.5,1,574 
2846,2625,87 Peter Street,1.5,1,680 
2847,2590,87 Peter Street,1.5,1,580 
2848,2500,87 Peter Street,1,1,480 
2849,3650,224 King Street West,2,1,815 
2850,3800,1164 Queen Street West,2,1,1000 
2851,725,20 Codsell Avenue - ,5,3,150 
2852,1690,59 Spencer Avenue,1,1,580 
2853,2750,105 George Street,1.5,1.5,667 
2854,5550,15 Iceboat Terrace,3,2,1280 
2855,870,434 Connaught Avenue - ,1,1,
2856,65,401 Warden Avenue - S,1,1,166 
2857,4200,140 Simcoe Street,2,2,
2858,2650,20 Tubman Avenue,2,2,900 
2859,2250,125 Blue Jays Way,1,0,600 
2860,2850,70 Queens Wharf Road,2,1,704 
2861,3500,28 Harrison Garden Boulevard - ,2,2,899 
2862,2800,20 Shore Breeze Drive -,1.5,1,586 
2863,1299,392 Sherbourne Street,1,1,
2864,2600,197 Yonge Street,1,1,
2865,2600,8 Mondeo Drive - S,2.5,2,975 
2866,2000,50 Cambridge Avenue,1,1,660 
2867,1900,52 Wiltshire Avenue,1,1,475 
2868,3599,288 Grace Street,2,1,1200 
2869,2950,39 Roehampton Avenue,2.5,2,701 
2870,2500,39 Roehampton Avenue,1.5,2,635 
2871,2800,33 University Avenue,1.5,2,1035 
2872,4100,15 Vicora Linkway - ,3,2,1400 
2873,2800,5 Mabelle Avenue -,2,2,796 
2874,2400,125 Western Battery Road,1,1,570 
2875,2700,28 Freeland Street,1.5,1,669 
2876,2450,35 Viking Lane -,1.5,1,700 
2877,2600,8 Mondeo Drive - S,2.5,2,950 
2878,3285,103 The Queensway,2,2,
2879,2400,111 Saint Clair Avenue West,1,1,555 
2880,6000,102 Glendonwynne Road,4,3.5,
2881,2500,1475 Queen Street West,2,1,
2882,6500,2 Abbott Avenue,5,2,2100 
2883,2795,165 Kingston Road,3,1,
2884,2800,80 Mill Street,2,2,810 
2885,2800,80 Mill Street,2,2,825 
2886,2300,110 Livingstone Ave,2,1,650 
2887,2850,125 Peter Street,1.5,1,600 
2888,6200,217 Grenadier Road,5,3,2600 
2889,1150 - $1200,70 Woodward Avenue,0 - 1,0 - 1,
2890,2400,388 Bloor Street East,1,1,650 
2891,3000,19 Grand Trunk Crescent,1,1,
2892,2550,482 Queen Street West,1,1,600 
2893,2600,144 Dorset Road - S,4,1,
2894,3000,144 Dorset Road - S,3,2,
2895,1200,142 Manning Avenue,1,1,500 
2896,2650,1591 Dundas Street West,2.5,1,850 
2897,3775,422 Kingswood Road,5,2,1200 
2898,2375,313 Richmond Street East,1,1,760 
2899,2400,15 Merchants' Wharf,1,1,
2900,2400,386 Yonge Street,1,1,500 
2901,5500,294 Logan Avenue,3,2,
2902,3600,80 Adelaide Street East,1.5,1.5,1200 
2903,2650,761 Bay St,1,1,
2904,3200,1001 Dufferin Street,3,1,1800 
2905,2570,230 Fort York Boulevard,1.5,1,660 
2906,1800,22 Barfield Avenue -,1,1,900 
2907,4150,1852 Queen Street East,2.5,1.5,1260 
2908,3700,10 Queens Quay West,2.5,2,861 
2909,1800,130 Spring Garden Avenue - ,2,0.5,850 
2910,2850,250 Manitoba Street -,1,1.5,700 
2911,2300,1060 Sheppard Avenue West - ,1.5,1,720 
2912,3100,20 Edward Street,2.5,2,799 
2913,2450,3091 Dufferin Street - ,1.5,1,700 
2914,2500,5 Frith Road - ,1,1,800 
2915,5500,224 King Street West,2,2,1000 
2916,7500,2045 Lake Shore Boulevard West -,2.5,3,1875 
2917,3900,75 The Esplanade,2,2,798 
2918,2900,21 Carlton Street,2,2,850 
2919,5495,220 Medland Street,3,2,2000 
2920,1900,33 Wye Valley Road - S,2,1,
2921,4300,601 Queens Drive - ,3,2,1700 
2922,2500,36 Park Lawn Road -,1.5,1,600 
2923,2700,150 Farnham Avenue,1,1,730 
2924,3800,15 Legion Road -,3,3,1000 
2925,3500,199 Parkside Drive,2,1,1200 
2926,1625,9 Bradfield Avenue -,1,1,900 
2927,3350,42 Connaught Avenue - ,3,3,2000 
2928,4800,65 Kenneth Wood Crescent - ,3,4,
2929,2900,169 Fort York Boulevard,2,2,800 
2930,3795,97 Marchmount Road,3,1,1440 
2931,3300,314 Weston R,3,1,
2932,3150,24 Rochelle Crescent - ,3,1,1400 
2933,2600,11 St Joseph St,1,1,693 
2934,3100,21 Corning Road - ,3,1,900 
2935,3600,20 Edward Street,2,2,712 
2936,3350,16 Laidlaw Street,2,1.5,1200 
2937,3777,Sorlyn Avenue - ,3,2,
2938,7000,67 Laurelcrest Avenue - ,5,4.5,
2939,2500,5 Valhalla Inn Road -,1.5,1,7700 
2940,1700,251 Pannahill Road - ,1,1,
2941,1950,983 Victoria Park Avenue - S,2,1,
2942,3700,8 The Esplanade,2,2,875 
2943,4000,5785 Yonge Street - ,3,2,1250 
2944,4000,5785 Yonge Street - ,3,2,1250 
